,lat,lon,x,y,z,slip,rake,easting_utm48,northing_utm48,depth_km,strike,dip,strike_slip,dip_slip
43,31.837,104.274,99.50200000000001,107.34100000000001,13.59,0.0,167.2,431303.5602382568,3522598.198391692,14.07,224,55,0.0,0.0
44,31.772,104.20100000000001,92.54700000000001,100.223,13.59,0.0,131.0,424342.92101273243,3515441.842463896,14.07,224,55,0.0,0.0
45,32.305,104.771,146.60399999999998,158.916,16.87,0.0,170.7,478441.61023076525,3574266.4814226883,17.35,224,55,0.0,0.0
46,32.24,104.698,139.716,151.767,16.87,0.0,112.3,471548.982837321,3567078.3870893964,17.35,224,55,0.0,0.0
47,32.175,104.624,132.725,144.611,16.87,0.0,150.8,464552.30088801344,3559895.328305275,17.35,224,55,0.0,0.0
48,32.11,104.551,125.818,137.471,16.87,0.0,129.8,457640.07124972146,3552716.6949968217,17.35,224,55,0.0,0.0
49,32.046,104.477,118.807,130.336,16.87,0.0,125.2,450624.2321370765,3545654.038929378,17.35,224,55,0.0,0.0
50,31.980999999999998,104.404,111.881,123.194,16.87,0.0,126.3,443692.5594955486,3538484.8028060375,17.35,224,55,0.0,0.0
51,31.916,104.33,104.851,116.068,16.87,4.0,110.0,436656.64933393477,3531320.794101833,17.35,224,55,1.3680805733026749,3.7587704831436337
52,31.851,104.257,97.905,108.935,16.87,0.4,170.7,429705.5440648536,3524160.891586945,17.35,224,55,0.3947422865627229,0.06464152844134455
53,31.787,104.18299999999999,90.85600000000001,101.819,16.87,0.0,150.8,422650.9418235792,3517117.1545995623,17.35,224,55,0.0,0.0
54,32.319,104.75399999999999,145.00799999999998,160.504,20.14,0.4,143.8,476844.7632378205,3575821.903955091,20.62,224,55,0.32278412485752084,0.23624226704797013
55,32.254,104.68,138.02700000000002,153.356,20.14,0.0,122.8,469857.8440420713,3568635.1629563174,20.62,224,55,0.0,0.0
56,32.19,104.60700000000001,131.129,146.21200000000002,20.14,0.0,153.2,462955.6760831876,3561563.7575465012,20.62,224,55,0.0,0.0
57,32.125,104.53299999999999,124.12799999999999,139.062,20.14,0.0,122.8,455949.0894435814,3554386.6025852305,20.62,224,55,0.0,0.0
58,32.06,104.46,117.211,131.92700000000002,20.14,0.0,149.7,449027.0252173219,3547213.776618388,20.62,224,55,0.0,0.0
59,31.995,104.38600000000001,110.191,124.79799999999999,20.14,0.4,156.7,442000.78073324397,3540046.1446656436,20.62,224,55,0.36737855253723484,0.15821820102518602
60,31.93,104.31299999999999,103.255,117.662,20.14,0.0,117.0,435059.2356572147,3532882.6820337907,20.62,224,55,0.0,0.0
61,31.866,104.23899999999999,96.215,110.542,20.14,0.0,132.2,428014.19548018405,3525835.3527393127,20.62,224,55,0.0,0.0
62,31.801,104.166,89.259,103.426,20.14,0.0,173.0,421053.3269217729,3518681.1884896546,20.62,224,55,0.0,0.0
